;gender;date;hitCreationDate;householdIncome;householdSize;locationCity;locationCountry;locationRegion;maritalStatus;postToCompletionSecs;workerId;yearOfBirth
939;male;2020-10-21 18:35:37.866;2020-10-21 18:03:00.000;$40,000-$59,999;5+;beverly hills;US;ca;married;1957;8605fb2b5bed9bd972fe769d53b44f6a;1990
940;male;2020-10-21 17:49:23.609;2020-10-21 17:48:01.000;$15,000-$24,999;2;campinas;BR;sp;married;82;2ee9ea3fba5401d577e2c11b649a9423;1978
941;female;2020-10-21 17:48:10.997;2020-10-21 17:33:01.000;$100,000 or more;4;davie;US;fl;married;909;74989ddfcf6997de09bbc0d6999ecc37;1982
942;male;2020-10-21 17:20:17.867;2020-10-21 17:18:00.000;$60,000-$74,999;4;sterling;US;co;married;137;d45d19cfac5c98d47c07678a3b431386;1978
943;female;2020-10-21 17:09:23.435;2020-10-21 15:48:01.000;$40,000-$59,999;4;troy;US;mo;married;4882;a8c4a86b83b1579c1dcf73ecff4b1dbd;1982
944;male;2020-10-21 17:06:15.660;2020-10-21 16:03:01.000;$15,000-$24,999;1;roanoke;US;va;single;3794;0c1a60fd23a91224bdb6106077df3670;1990
945;female;2020-10-21 16:48:42.201;2020-10-21 16:48:01.000;$60,000-$74,999;5+;thornton;US;co;single;41;a0da392ffb6e64f88f48aa3d3b0c9f6b;1990
946;male;2020-10-21 16:42:33.982;2020-10-21 16:18:01.000;$40,000-$59,999;4;waukee;US;ia;married;1472;9d39af49b9e8d326610d792a397b0642;1972
947;female;2020-10-21 16:38:15.904;2020-10-21 16:33:00.000;$75,000-$99,999;4;kansas city;US;mo;single;315;90f98bf75ce3191f03bf527b73cca847;1976
948;male;2020-10-21 15:34:56.724;2020-10-21 15:33:00.000;$10,000-$14,999;5+;delhi;IN;dl;married;116;228b4c1cfb1259c8909dab79b8b380a3;1985
949;female;2020-10-21 15:33:46.498;2020-10-21 15:03:01.000;$40,000-$59,999;4;georgetown;US;ky;married;1845;b9d698bab0d1c9ca680feea1b40f6660;1970
950;male;2020-10-21 15:25:52.276;2020-10-21 15:18:01.000;$40,000-$59,999;3;parker;US;co;married;471;6128528af77e27953c23dd004cc34a71;1980
951;female;2020-10-21 15:04:47.846;2020-10-21 14:33:01.000;$40,000-$59,999;4;reston;US;va;married;1906;914df88176ccb4930ce36bc9d16979a0;1984
952;male;2020-10-21 14:54:31.179;2020-10-21 14:18:01.000;$60,000-$74,999;3;brighton;US;ny;married;2190;aef5726eaaa622fe1a08ab151e4227f5;1995
953;female;2020-10-21 14:50:19.604;2020-10-21 14:48:00.000;$40,000-$59,999;4;kahului;US;hi;married;139;526f7979ef46f30981a9217a02df823d;1974
954;male;2020-10-21 14:12:23.627;2020-10-21 12:48:01.000;$60,000-$74,999;1;new york;US;ny;married;5062;41a8470c839f9ccc39ebe14be598b258;1989
955;male;2020-10-21 14:03:50.618;2020-10-21 14:03:00.000;$40,000-$59,999;4;chicago;US;il;single;50;39e5dd9f559484fa5551bde3bfb89593;1967
956;female;2020-10-21 13:53:31.259;2020-10-21 13:48:01.000;$40,000-$59,999;2;?;US;?;married;330;59dbdd4cedfc254f9efa0b6636226b3e;1969
957;male;2020-10-21 13:35:39.736;2020-10-21 13:33:01.000;$25,000-$39,999;2;portland;US;me;single;158;9fe9c247fa585e1722ff5511f58b6aa2;1982
958;female;2020-10-21 13:26:10.882;2020-10-21 13:18:00.000;$25,000-$39,999;3;?;US;md;married;490;af1968b6bec75ebf83445cedf33671c9;1988
959;male;2020-10-21 13:21:41.359;2020-10-21 13:03:00.000;$15,000-$24,999;3;wilkes-barre;US;pa;married;1121;a89dc7c872deeec88804abcfa8c0af3b;1990
960;male;2020-10-21 12:35:59.006;2020-10-21 12:33:01.000;$40,000-$59,999;3;chennai;IN;tn;married;178;761892473d3898b3760f04bc5a562349;1988
961;male;2020-10-21 12:21:25.103;2020-10-21 12:18:00.000;$40,000-$59,999;4;chennai;IN;tn;married;205;bf09536d93dc042ec917f88a0e833db0;1985
962;male;2020-10-21 12:08:32.824;2020-10-21 11:48:01.000;$25,000-$39,999;4;wesley chapel;US;fl;married;1231;1f9b7162889bb8eb377c00eaa9a65e48;1981
963;male;2020-10-21 12:04:46.513;2020-10-21 12:03:00.000;$25,000-$39,999;4;kochi;IN;kl;married;106;0ec4653014bd21611031d0cc929c4aaf;1985
964;male;2020-10-21 11:57:49.623;2020-10-21 11:18:00.000;Less than $10,000;5+;montes claros;BR;mg;single;2389;9a4fe8115087e66819ba4c0b946ade61;1999
965;male;2020-10-21 11:54:07.421;2020-10-21 11:33:01.000;$75,000-$99,999;2;towson;US;md;cohabitating;1266;8ffaa1a7963e2582d2d0ffebdc0d7a1a;1995
966;male;2020-10-21 11:07:13.657;2020-10-21 10:18:01.000;$40,000-$59,999;4;patna;IN;br;married;2952;276d2d0c4ec03950414ded2f67e98c8f;1981
967;male;2020-10-21 11:07:03.856;2020-10-21 11:03:01.000;$60,000-$74,999;1;brookhaven;US;ga;single;242;673e27bc631fbc911d0c56adb0e0e4aa;1988
968;male;2020-10-21 10:51:26.702;2020-10-21 10:48:01.000;$40,000-$59,999;3;stedum;NL;gr;cohabitating;205;084308774bd139a321074ab86b31938a;1989
969;male;2020-10-21 10:42:54.685;2020-10-21 09:48:00.000;$40,000-$59,999;1;coram;US;ny;single;3294;f47496eb7516a86e6595f6162a341418;1991
970;female;2020-10-21 10:36:35.807;2020-10-21 10:33:00.000;$100,000 or more;2;brecksville;US;oh;engaged;215;73ef91b7ac083c80e5bd0993016171da;1992
971;female;2020-10-21 10:05:14.279;2020-10-21 10:03:01.000;$15,000-$24,999;2;baton rouge;US;la;divorced;133;60b6291f7fc718dbb5f965a8f82409cb;1980
972;female;2020-10-21 09:44:20.307;2020-10-21 08:03:00.000;$15,000-$24,999;2;albuquerque;US;nm;married;6080;0bf2ba8a57383626c73f9c83e897c36a;1985
973;male;2020-10-21 09:39:11.417;2020-10-21 09:33:00.000;Less than $10,000;3;madurai;IN;tn;single;371;eadf5e61c4b3b0b5bd4afb1cdba0637b;1999
974;male;2020-10-21 09:38:20.400;2020-10-21 08:18:01.000;$75,000-$99,999;3;nagercoil;IN;tn;single;4819;485e15e8ffdcb997590b3cc0ef66ce5a;1995
975;male;2020-10-21 09:30:24.671;2020-10-21 09:18:01.000;$75,000-$99,999;1;forest;US;ms;single;743;38423d5f9233f3d5de768d276d63c101;1988
976;male;2020-10-21 09:05:05.382;2020-10-21 09:03:00.000;$75,000-$99,999;2;east lake;US;fl;married;125;4a00fddb7c45715ba62a8038fcd4354a;1995
977;male;2020-10-21 08:50:49.474;2020-10-21 08:33:01.000;Less than $10,000;3;chennai;IN;tn;married;1068;b724558c59225a5d9907b93c9fd96c72;1988
978;female;2020-10-21 08:50:39.808;2020-10-21 08:48:00.000;Less than $10,000;4;salem;IN;tn;married;159;ede42f3ea0bfeeeb0d755bc90719c61b;1978
979;male;2020-10-21 08:48:44.008;2020-10-21 07:48:01.000;$40,000-$59,999;2;houston;US;tx;single;3643;d38c2daae8e1414bc2e848805a9f5bfc;1997
980;male;2020-10-21 08:29:05.821;2020-10-21 06:18:00.000;$60,000-$74,999;4;terre haute;US;in;married;7865;3312f340bc5740340d155d93ec50819b;1982
981;male;2020-10-21 07:53:56.647;2020-10-21 05:48:01.000;$60,000-$74,999;4;?;IT;82;single;7555;87f466130abceb63a5d9bfeb0478dbb3;2000
982;male;2020-10-21 07:51:06.674;2020-10-21 06:48:01.000;$60,000-$74,999;5+;nagercoil;IN;tn;single;3785;b2fbfb24fee342e156a203f96b1aa2d4;1996
983;female;2020-10-21 07:36:26.724;2020-10-21 06:33:00.000;$40,000-$59,999;3;eldon;US;mo;married;3806;702f64f5bfcb3ddd32ec02da8eca43fb;1969
984;female;2020-10-21 07:36:26.724;;$40,000-$59,999;3;eldon;US;mo;married;NA;702f64f5bfcb3ddd32ec02da8eca43fb;1969
985;female;2020-10-21 07:35:52.636;2020-10-21 07:33:01.000;Less than $10,000;4;hosur;IN;tn;single;171;259c6c65de095c4b8413086c1a03b3d0;1995
986;female;2020-10-21 07:22:23.115;2020-10-21 07:18:00.000;$25,000-$39,999;3;dunedin;US;fl;married;263;925f857ca5abd7fb8b1d054547517592;1993
987;male;2020-10-21 07:05:03.421;2020-10-21 07:03:00.000;$15,000-$24,999;3;chennai;IN;tn;married;123;a2b8a3acd8f66782d4989522b73f96dc;1985
988;male;2020-10-21 06:06:23.304;2020-10-21 06:03:01.000;$25,000-$39,999;3;houston;US;tx;married;202;a31381405febbf8cd501026d45475f21;1974
989;female;2020-10-21 05:36:18.702;2020-10-21 05:33:00.000;$10,000-$14,999;1;thoothukudi;IN;tn;married;198;bb498c25a46ef8016a8f0292e149efb7;1995
990;male;2020-10-21 05:34:24.019;2020-10-21 05:18:00.000;$75,000-$99,999;4;portland;US;me;single;984;b1a89a7a8923cb1a0037219857c53c6b;1992
991;female;2020-10-21 05:10:02.407;2020-10-21 05:03:01.000;$75,000-$99,999;4;gurugram;IN;hr;single;421;78e85a081948a3ff246496d1d35049e6;1992
992;male;2020-10-21 04:55:34.106;2020-10-21 02:48:01.000;$75,000-$99,999;5+;gurugram;IN;hr;married;7653;d40772b06e4b4f852f09280719aa3c95;1993
993;male;2020-10-21 04:53:00.721;2020-10-21 04:48:00.000;Less than $10,000;3;navi mumbai;IN;mh;married;300;fdee20aaf886c5c1c7dbd91793bfc2b1;1990
994;female;2020-10-21 04:52:35.898;2020-10-21 04:18:01.000;$75,000-$99,999;3;knoxville;US;tn;married;2074;2fb19884433f933f47a1e40752c40a9b;1997
995;male;2020-10-21 04:51:20.283;2020-10-21 03:48:00.000;$75,000-$99,999;4;chennai;IN;tn;single;3800;51b84e461a406eebd5538d8d483d0076;1992
996;female;2020-10-21 04:48:37.668;2020-10-21 04:03:00.000;$75,000-$99,999;3;morgantown;US;wv;married;2737;7b8afc110dbb609beefd945433ca43b6;1982
997;male;2020-10-21 04:35:12.590;2020-10-21 04:33:01.000;$60,000-$74,999;4;portland;US;me;married;131;e093bcc53e7f594467d29489d5aea709;1964
998;female;2020-10-21 03:41:37.554;2020-10-21 03:33:01.000;$25,000-$39,999;3;?;US;pa;married;516;5dd1dc6a4038ac22da7c83f22ff5764a;1978
999;male;2020-10-21 03:22:32.176;2020-10-21 02:03:01.000;$40,000-$59,999;3;los angeles;US;ca;married;4771;ae8b3a221e556f27a1276164c2bcbfee;1980
1000;male;2020-10-21 03:18:48.530;2020-10-21 03:18:00.000;$100,000 or more;3;springfield;US;mo;married;48;0b657f1dc8a4c6ff600c7c85bd4129f0;1996
1001;female;2020-10-21 03:10:14.751;2020-10-21 03:03:00.000;$60,000-$74,999;5+;norfolk;US;va;cohabitating;434;56ca9c2df408f24b3fcc8594cb92d595;1980
1002;female;2020-10-21 02:38:20.899;2020-10-21 02:33:01.000;$15,000-$24,999;5+;wabamun;CA;ab;single;319;79c1bb16d7ce2651b4f40632e756aa1f;1992
1003;female;2020-10-21 02:33:22.861;2020-10-21 02:18:00.000;$25,000-$39,999;5+;chennai;IN;tn;married;922;e3911303803f2167a9a6a3d29230d9b0;1981
1004;male;2020-10-21 02:21:07.051;2020-10-21 01:18:01.000;$15,000-$24,999;4;nagercoil;IN;tn;married;3786;434cc3a549bb0e6fa57db615608baa4e;1986
1005;male;2020-10-21 02:06:54.106;2020-10-21 01:33:00.000;Less than $10,000;2;sao paulo;BR;sp;single;2034;a4ec662911e877cc0be003bcb78cda6a;1994
1006;female;2020-10-21 02:02:23.693;2020-10-21 01:48:01.000;$75,000-$99,999;5+;dearing;US;ks;single;862;345fa8cae1ee63786f47a4c0882a8f31;1994
1007;male;2020-10-21 01:10:32.817;2020-10-20 22:48:01.000;$25,000-$39,999;3;provo;US;ut;married;8551;19a47d11f13b9861d88288f056c2e2bc;1993
1008;male;2020-10-21 01:08:20.557;2020-10-21 01:03:01.000;$100,000 or more;2;rockaway;US;nj;married;319;8da50dc61a4398678c8c68958f627290;1955
1009;male;2020-10-21 00:53:00.315;2020-10-21 00:48:00.000;$60,000-$74,999;3;detroit;US;mi;married;300;bae11fd71f7d3762a7e610e077704276;1971
1010;male;2020-10-21 00:35:28.995;2020-10-21 00:33:01.000;$25,000-$39,999;1;annandale;US;va;single;147;c8f98107c01727c2acc6759acf5db1ed;1992
1011;male;2020-10-21 00:19:02.058;2020-10-21 00:18:01.000;$100,000 or more;5+;homer;US;ak;married;61;4fbe45f0e6cb0115c27014574b8e5b35;1982
1012;male;2020-10-21 00:12:50.838;2020-10-21 00:03:00.000;$40,000-$59,999;5+;rosemont;US;il;married;590;47b554ac2d1ef7262521214f84873132;1985
1013;male;2020-10-20 23:55:01.909;2020-10-20 23:48:00.000;$60,000-$74,999;1;las vegas;US;nv;divorced;421;0ac931bdb7d80da5b6c0618f5a5bd40f;1967
1014;male;2020-10-20 23:41:12.684;2020-10-20 23:18:00.000;$40,000-$59,999;4;los angeles;US;ca;married;1392;38a243f82b6c1a230f6004552e13eeab;1979
